record,date,status,qtime,start_date,age,gender,zipcode,fylke2024,kommune2024,landsdel2024,age_group,age_group2,_v1,_v2,_v3,_v4,_v5,_v6,_v7,_v8,_v9,_v10,Q1r10oe,_v11,_v12,_v13,_v14,_v15,_v16,_v17,_v18,_v19,_v20,_v21,_v22,_v23,_v24,Q2r13oe,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q13b,Q14r1,_v25,_v26,_v27,_v28,_v29,_v30,_v31,_v32,_v33,_v34,_v35,_v36,_v37,_v38,_v39,_v40,_v41,_v42,_v43,_v44,_v45,_v46,_v47,_v48,_v49,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,_v50,_v51,_v52,_v53,_v54,_v55,_v56,_v57,_v58,_v59,_v60,_v61,_v62,_v63,_v64,_v65,_v66,_v67,_v68,_v69,_v70,_v71,_v72,_v73,_v74,_v75,_v76,_v77,_v78,_v79,_v80,_v81,_v82,_v83,_v84,_v85,_v86,_v87,_v88,_v89,_v90,_v91,_v92,_v93,_v94,_v95,_v96,_v97,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q26,Q27,Q27r11oe,Q27b,Q27br8oe,Q27c,Q30_desktop,Q30_mobile,Q30,Q31,Q32,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r7,Q33r8,Q33r9,Q33r10,Q33r11,Q33r12,Q34_1,Q34_2,Q35_1,Q35_2,Q36,Q37,Q37r99oe,Q38,Q39,Q40,Q40r21oe,Q41,Q42r1,_v98,UniqueID,non_respondent,educationLevel,personal_income
550,04/17/2025 14:25,Qualified,1328.048,04/17/2025 14:02,51,Kvinne,2835,Innlandet,Vestre Toten,Østlandet,50-99,50-59,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Bygge ut mer landbasert vindkraft i Norge,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,6,Nei,"Flere, mindre anlegg med færre turbiner per anlegg",5,Ikke i det hele tatt,Nei,Nei,10700,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Q17_16,Q17_17,Not selected,Not selected,Not selected,Not selected,Q17_22,Q17_23,Not selected,,,,Ingen utbygging,,,,Utbygging,Utbygging,,,,Utbygging,,,Ingen utbygging,Utbygging,,,,,Ingen utbygging,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Q17_23,Not selected,6,4,6,4,4,6,5,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,60% vind 40% sol,60% vind 40% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",5,5,4 Nøytral,4 Nøytral,4 Nøytral,6,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,5,Vet ikke,,Vet ikke,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Vet ikke,600 001 – 800 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
549,04/17/2025 13:27,Qualified,881.883,04/17/2025 13:11,24,Kvinne,2825,Innlandet,Gjøvik,Østlandet,Less than 30,18-29,Not selected,Not selected,Not selected,Helse & eldreomsorg,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,1 Svært negativ,Nei,"Flere, mindre anlegg med færre turbiner per anlegg",7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Q17_11,Q17_12,Q17_13,Not selected,Not selected,Not selected,Not selected,Q17_18,Not selected,Q17_20,Q17_21,Not selected,Not selected,Not selected,Ingen utbygging,,,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Q17_11,Q17_12,Q17_13,Not selected,Not selected,Not selected,Not selected,Q17_18,Not selected,Q17_20,Q17_21,Not selected,Not selected,Not selected,1 Ikke viktig i det hele tatt,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,3,"Andre årsaker, vennligst spesifiser:",Jeg er i mot vindmøller.,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,3,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,5,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,4 Nøytral,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,4 Nøytral,7 Generell stor negativ innvirkning,4 Nøytral,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Fagbrev,Nei,800 001 – 1 000 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
537,04/17/2025 12:43,Qualified,355.681,04/17/2025 08:59,22,Mann,2450,Innlandet,Åmot,Østlandet,Less than 30,18-29,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Asyl & integrering,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Ja,Vet ikke,4 Nøytral,Én gang (1 dag),Nei,Nei,,Vet ikke,Not selected,Q17_2,Q17_3,Not selected,Q17_5,Q17_6,Not selected,Not selected,Not selected,Q17_10,Not selected,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Q17_23,Not selected,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,,,,Ingen utbygging,,,,Ingen utbygging,,,,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Q17_3,Not selected,Q17_5,Q17_6,Not selected,Not selected,Not selected,Q17_10,Not selected,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Q17_23,Not selected,6,6,4,7 Svært viktig,7 Svært viktig,7 Svært viktig,4,Jeg synes ikke Norge skal være et grønt batteri for Europa,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,4,"Ja, vi må ikke redusere disse arealene",6,4 Nøytral,4 Nøytral,6,4 Nøytral,5,4 Nøytral,6,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,200 001 – 400 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
547,04/17/2025 11:44,Qualified,1378.482,04/17/2025 11:18,76,Mann,2388,Innlandet,Ringsaker,Østlandet,50-99,60+,Vern av natur & biologisk mangfold,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Produsere mer fra solenergi i Norge,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,2,Ja,"Flere, mindre anlegg med færre turbiner per anlegg",6,Ikke i det hele tatt,Nei,Nei,25000,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Q17_7,Q17_8,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Q17_16,Q17_17,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Q17_24,,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,,,Ingen utbygging,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Q17_7,Q17_8,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Q17_16,Q17_17,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Q17_24,6,6,6,6,4,1 Ikke viktig i det hele tatt,6,Å forsyne Europe med fornybar energi fra Norge skal ikke gå på bekostning av norsk natur,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,6,"Ja, vi må ikke redusere disse arealene",6,1 Generell liten negativ innvirkning,5,6,5,5,3,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,3,1 Generell liten negativ innvirkning,6,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,600 001 – 800 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
545,04/17/2025 10:55,Qualified,1531.127,04/17/2025 10:29,79,Kvinne,2615,Innlandet,Lillehammer,Østlandet,50-99,60+,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Not selected,Not selected,Not selected,Not selected,Asyl & integrering,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Not selected,Not selected,Not selected,,Nei,5,Ja,Vet ikke,5,Ikke i det hele tatt,Nei,Nei,13000,Not selected,Q17_1,Not selected,Q17_3,Not selected,Not selected,Q17_6,Q17_7,Not selected,Not selected,Q17_10,Not selected,Not selected,Q17_13,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,Utbygging,,Ingen utbygging,,,Ingen utbygging,Utbygging,,,Utbygging,,,Utbygging,,,Ingen utbygging,,,,,,Ingen utbygging,,,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Not selected,Q17_10,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,4,4,6,6,6,4,7 Svært vanskelig,,,,,Jeg er usikker,0% vind 100% sol,,0% vind 100% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",6,3,3,5,6,5,5,4 Nøytral,6,6,4 Nøytral,2,Vet ikke,,Vet ikke,,Nei,Ja,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,200 001 – 400 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
544,04/17/2025 10:50,Qualified,1416.474,04/17/2025 10:26,40,Kvinne,2340,Innlandet,Løten,Østlandet,40-49,40-49,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Nei,Vet ikke,7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,36000,Not selected,Not selected,Q17_2,Not selected,Q17_4,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_17,Q17_18,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,,Ingen utbygging,,Ingen utbygging,,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Not selected,Q17_4,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_17,Q17_18,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,7 Svært viktig,4,4,1 Ikke viktig i det hele tatt,4,Det burde ikke bygges mer landbasert vindkraft i Norge,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,5,6,7 Generell stor negativ innvirkning,4 Nøytral,7 Generell stor negativ innvirkning,3,3,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,5,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,1 600 001 – 1 800 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
543,04/17/2025 10:47,Qualified,1408.096,04/17/2025 10:23,74,Mann,2350,Innlandet,Ringsaker,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Not selected,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,2,Nei,"Flere, mindre anlegg med færre turbiner per anlegg",4 Nøytral,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Not selected,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Not selected,Q17_23,Q17_24,,,,,Ingen utbygging,,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Not selected,Q17_23,Q17_24,1 Ikke viktig i det hele tatt,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,Det burde ikke bygges mer landbasert vindkraft i Norge,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",0% vind 100% sol,,0% vind 100% sol,7 Svært viktig,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,1 Generell liten negativ innvirkning,2,4 Nøytral,4 Nøytral,4 Nøytral,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Grunnskole (7-10 år),Nei,200 001 – 400 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
536,04/17/2025 08:57,Qualified,521.02,04/17/2025 08:48,43,Kvinne,2260,Innlandet,Grue,Østlandet,40-49,40-49,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Vet ikke,,Nei,4 Nøytral,Nei,Vet ikke,5,Vet ikke,Nei,Nei,20000,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Not selected,Not selected,Q17_13,Not selected,Q17_15,Q17_16,Not selected,Not selected,Q17_19,Not selected,Q17_21,Not selected,Q17_23,Not selected,,,,Ingen utbygging,,,,,,Ingen utbygging,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Not selected,Not selected,Q17_13,Not selected,Q17_15,Q17_16,Not selected,Not selected,Q17_19,Not selected,Q17_21,Not selected,Q17_23,Not selected,4,4,4,4,4,4,7 Svært vanskelig,Vet ikke,,,,Jeg er usikker,,40% vind 60% sol,40% vind 60% sol,6,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,Vet ikke,,Vet ikke,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,400 001 – 600 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
535,04/17/2025 07:47,Qualified,889.669,04/17/2025 07:32,52,Kvinne,2390,Innlandet,Ringsaker,Østlandet,50-99,50-59,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Bygge ut mer landbasert vindkraft i Norge,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,4 Nøytral,Ja,"Færre, store anlegg med mange turbiner for hvert anlegg",4 Nøytral,13-24 dager,Nei,Nei,40000,Not selected,Q17_1,Not selected,Not selected,Not selected,Q17_5,Not selected,Not selected,Q17_8,Not selected,Not selected,Q17_11,Not selected,Not selected,Q17_14,Not selected,Not selected,Q17_17,Q17_18,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,Utbygging,,,,Ingen utbygging,,,Utbygging,,,Utbygging,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Q17_17,Q17_18,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,5,5,7 Svært viktig,7 Svært viktig,4,7 Svært viktig,4,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,4,Nei,5,3,4 Nøytral,5,6,6,4 Nøytral,4 Nøytral,6,7 Generell stor negativ innvirkning,4 Nøytral,7 Generell stor negativ innvirkning,Vet ikke,,10 000 kr,,Nei,Ja,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,600 001 – 800 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
534,04/17/2025 07:38,Qualified,848.943,04/17/2025 07:23,47,Kvinne,2685,Innlandet,Lom,Østlandet,40-49,40-49,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Not selected,Not selected,Not selected,,Nei,2,Ja,"Færre, store anlegg med mange turbiner for hvert anlegg",7 Svært bekymret,2-12 dager,Nei,Nei,,Vet ikke,Not selected,Q17_2,Q17_3,Not selected,Not selected,Q17_6,Q17_7,Not selected,Q17_9,Not selected,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Q17_24,,Utbygging,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,,,,,,,,Ingen utbygging,,,,Ingen utbygging,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Q17_6,Q17_7,Not selected,Q17_9,Not selected,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Q17_24,6,2,7 Svært viktig,2,2,2,5,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,0% vind 100% sol,,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,2,4 Nøytral,6,6,7 Generell stor negativ innvirkning,4 Nøytral,2,5,6,4 Nøytral,7 Generell stor negativ innvirkning,Vet ikke,,Vet ikke,,Nei,Ja,,Fagbrev,Vet ikke,Ønsker ikke å oppgi,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
